ID,Materia,Subtopico,Dificuldade,Tempo_Min
2240,História,Contemporânea,4.6,13
2241,Física,Dinâmica,1.7,4
2242,Matemática,Estatística,2.9,7
2243,História,Antiga,1.7,3
2244,Geografia,Cartografia,3.3,8
2245,Inglês,Reading,1.2,1
2246,Química,Físico-Química,4.1,16
2247,Geografia,Cartografia,3.0,11
2248,História,Moderna,2.9,6
2249,Geografia,Geopolítica,3.8,15
2250,Inglês,Reading,2.1,9
2251,Matemática,Geometria Plana,4.9,17
2252,Química,Orgânica,3.0,12
2253,Português,Interpretação de Texto,1.8,6
2254,Física,Termodinâmica,4.5,14
2255,Química,Orgânica,4.6,13
2256,Português,Redação,2.7,8
2257,Biologia,Citologia,3.3,13
2258,Física,Óptica,4.2,16
2259,Geografia,Geopolítica,1.4,21
2260,Química,Estequiometria,4.9,17
2261,Química,Orgânica,2.9,8
2262,Matemática,Trigonometria,1.2,5
2263,Física,Cinemática,3.0,7
2264,Matemática,Geometria Espacial,1.6,8
2265,Química,Atomística,3.9,14
2266,Biologia,Fisiologia Humana,3.3,8
2267,Matemática,Trigonometria,4.7,17
2268,Português,Semântica,2.6,7
2269,História,Brasil República,2.2,9
2270,Geografia,Ambiental,1.6,4
2271,Química,Inorgânica,3.2,7
2272,História,Brasil República,4.7,13
2273,Português,Semântica,1.4,7
2274,Geografia,Ambiental,4.7,15
2275,Geografia,Cartografia,2.9,9
2276,Matemática,Cálculo,1.1,2
2277,Química,Estequiometria,4.6,15
2278,Geografia,Humana,3.5,10
2279,Matemática,Combinatória,4.4,16
2280,Matemática,Trigonometria,4.2,13
2281,Matemática,Álgebra,1.2,6
2282,Física,Termodinâmica,3.4,12
2283,Inglês,Vocabulary,2.3,9
2284,Matemática,Estatística,1.8,8
2285,Inglês,Reading,1.9,9
2286,Química,Orgânica,3.5,8
2287,Inglês,Vocabulary,3.8,9
2288,Química,Estequiometria,4.5,12
2289,Biologia,Citologia,2.9,9
2290,Português,Gramática,4.7,15
2291,Química,Físico-Química,4.4,17
2292,Inglês,Vocabulary,3.5,13
2293,Matemática,Geometria Plana,1.6,3
2294,Química,Estequiometria,4.0,13
2295,Inglês,Grammar,2.2,8
2296,Inglês,Grammar,3.7,14
2297,Física,Óptica,2.7,6
2298,História,Brasil Império,1.5,6
2299,História,Antiga,3.6,12
2300,Inglês,Reading,4.6,12
2301,Inglês,Vocabulary,2.8,23
2302,Biologia,Ecologia,4.6,15
2303,Física,Dinâmica,3.6,13
2304,Geografia,Cartografia,3.9,11
2305,História,Brasil Império,1.3,4
2306,Português,Semântica,3.4,13
2307,História,Medieval,3.8,13
2308,Geografia,Ambiental,3.5,8
2309,Matemática,Combinatória,3.9,14
2310,Física,Óptica,4.7,18
2311,Biologia,Evolução,4.2,11
2312,Português,Semântica,4.7,14
2313,Física,Cinemática,4.4,17
2314,Geografia,Ambiental,3.5,25
2315,Física,Ondulatória,2.8,11
2316,Biologia,Genética,2.0,6
2317,Biologia,Genética,4.0,14
2318,Biologia,Citologia,3.3,12
2319,Física,Dinâmica,1.1,2
2320,Geografia,Cartografia,3.3,9
2321,Química,Eletroquímica,3.9,14
2322,Inglês,Reading,4.3,13
2323,Geografia,Geopolítica,3.5,9
2324,Física,Óptica,2.7,6
2325,Física,Dinâmica,4.1,10
2326,Inglês,Reading,1.2,2
2327,Biologia,Ecologia,4.7,17
2328,Geografia,Física,4.5,13
2329,Física,Eletromagnetismo,3.3,11
2330,História,Brasil Império,3.5,8
2331,Inglês,Grammar,3.6,6
2332,Biologia,Ecologia,4.6,12
2333,Geografia,Física,1.9,7
2334,Matemática,Geometria Espacial,4.9,16
2335,Física,Eletromagnetismo,2.9,11
2336,Matemática,Álgebra,1.1,6
2337,Geografia,Cartografia,2.9,7
2338,Matemática,Álgebra,1.1,2
2339,Português,Gramática,3.2,13
2340,Português,Literatura Brasileira,2.7,7
2341,Física,Óptica,1.5,4
2342,Geografia,Humana,2.4,6
2343,Biologia,Citologia,3.4,13
2344,Matemática,Combinatória,1.1,7
2345,Matemática,Álgebra,1.2,3
2346,Matemática,Geometria Espacial,2.4,6
2347,História,Medieval,3.4,8
2348,Física,Cinemática,2.0,7
2349,Geografia,Humana,2.8,8
2350,História,Contemporânea,3.6,10
2351,Geografia,Ambiental,3.0,10
2352,Inglês,Grammar,1.3,7
2353,Biologia,Ecologia,4.0,12
2354,Química,Atomística,4.9,17
2355,Inglês,Reading,1.1,3
2356,História,Brasil República,2.5,5
2357,Matemática,Geometria Espacial,4.4,11
2358,Português,Semântica,2.8,9
2359,Química,Eletroquímica,2.7,8
2360,Matemática,Cálculo,4.1,14
2361,Geografia,Geopolítica,4.2,16
2362,Matemática,Geometria Espacial,3.9,15
2363,Português,Gramática,4.2,15
2364,História,Contemporânea,5.0,16
2365,História,Medieval,4.8,13
2366,Química,Atomística,2.1,6
2367,Física,Dinâmica,4.1,14
2368,Português,Gramática,3.5,13
2369,História,Contemporânea,3.6,8
2370,Física,Termodinâmica,3.3,9
2371,Química,Inorgânica,2.9,9
2372,Matemática,Geometria Espacial,2.9,7
2373,Português,Gramática,3.3,11
2374,Geografia,Física,2.8,12
2375,História,Brasil Colônia,4.5,16
2376,Química,Físico-Química,4.5,12
2377,Física,Ondulatória,1.2,7
2378,Inglês,Vocabulary,2.3,5
2379,Matemática,Estatística,5.0,13
2380,Geografia,Ambiental,3.9,11
2381,Física,Cinemática,3.0,7
2382,Biologia,Genética,2.3,10
2383,Português,Gramática,3.6,9
2384,Matemática,Geometria Espacial,3.4,11
2385,Geografia,Cartografia,4.8,12
2386,Química,Orgânica,1.2,5
2387,Matemática,Álgebra,3.4,12
2388,Geografia,Humana,2.5,10
2389,Química,Inorgânica,4.1,10
2390,Biologia,Botânica,3.0,11
2391,Português,Redação,3.9,13
2392,Matemática,Cálculo,2.9,9
2393,Geografia,Geopolítica,1.8,4
2394,Geografia,Humana,4.2,11
2395,Inglês,Grammar,4.0,11
2396,Inglês,Vocabulary,4.8,12
2397,Geografia,Ambiental,3.0,12
2398,Inglês,Vocabulary,1.9,4
2399,Química,Estequiometria,2.0,9
2400,Química,Estequiometria,2.0,6
2401,Física,Cinemática,2.6,6
2402,Inglês,Vocabulary,4.5,12
2403,Inglês,Reading,1.7,9
2404,Inglês,Vocabulary,1.4,8
2405,Português,Gramática,3.8,10
2406,Português,Semântica,2.4,9
2407,Biologia,Evolução,2.2,10
2408,Geografia,Ambiental,3.4,13
2409,Matemática,Álgebra,4.0,13
2410,Português,Semântica,4.0,16
2411,Inglês,Vocabulary,1.5,8
2412,Física,Dinâmica,4.6,13
2413,Inglês,Grammar,2.3,9
2414,História,Contemporânea,1.4,4
2415,Matemática,Cálculo,3.1,11
2416,Português,Interpretação de Texto,2.3,5
2417,Química,Atomística,4.3,15
2418,Biologia,Fisiologia Humana,3.1,11
2419,Geografia,Física,2.4,7
2420,História,Brasil Império,2.8,8
2421,História,Brasil República,4.0,15
2422,História,Medieval,1.4,6
2423,Química,Atomística,3.4,20
2424,Inglês,Reading,2.5,9
2425,Português,Semântica,3.1,9
2426,Física,Ondulatória,3.8,12
2427,Português,Semântica,2.1,6
2428,Física,Termodinâmica,4.2,11
2429,Física,Termodinâmica,1.6,5
2430,Física,Ondulatória,3.8,9
2431,Português,Gramática,4.7,14
2432,Biologia,Botânica,3.6,8
2433,Matemática,Geometria Plana,1.5,3
2434,Biologia,Ecologia,2.9,7
2435,Inglês,Grammar,1.5,2
2436,Biologia,Citologia,2.7,10
2437,Biologia,Evolução,1.7,5
2438,Português,Redação,1.9,7
2439,Química,Orgânica,4.4,16
2440,Inglês,Grammar,4.2,12
2441,Inglês,Grammar,1.4,8
2442,História,Brasil Império,4.9,17
2443,Português,Gramática,1.7,8
2444,Física,Termodinâmica,3.8,15
2445,Inglês,Grammar,3.4,8
2446,História,Brasil Colônia,3.0,13
2447,Português,Gramática,3.2,12
2448,Geografia,Cartografia,2.6,8
2449,História,Antiga,2.1,6
2450,Matemática,Geometria Espacial,2.8,7
2451,Biologia,Evolução,1.4,6
2452,Geografia,Humana,3.4,26
2453,Física,Moderna,3.8,15
2454,Física,Ondulatória,1.2,5
2455,Biologia,Genética,4.4,16
2456,Biologia,Ecologia,4.2,12
2457,Português,Literatura Brasileira,3.2,7
2458,Matemática,Combinatória,1.1,2
2459,Português,Semântica,1.2,2
2460,Biologia,Evolução,4.1,12
2461,Física,Moderna,4.1,11
2462,História,Contemporânea,1.3,6
2463,Português,Gramática,1.1,5
2464,Química,Atomística,3.9,10
2465,História,Contemporânea,2.3,4
2466,História,Brasil Colônia,2.8,11
2467,Inglês,Grammar,2.2,7
2468,História,Brasil Império,2.1,8
2469,Biologia,Fisiologia Humana,1.1,4
2470,Geografia,Ambiental,3.9,13
2471,Matemática,Trigonometria,4.1,13
2472,Física,Ondulatória,2.2,9
2473,Física,Cinemática,3.2,10
2474,Biologia,Citologia,1.6,5
2475,Biologia,Citologia,4.1,12
2476,Geografia,Humana,1.1,5
2477,Português,Gramática,2.1,8
2478,Inglês,Vocabulary,3.0,8
2479,Geografia,Cartografia,3.8,15
2480,Física,Cinemática,2.7,7
2481,Matemática,Geometria Plana,3.1,8
2482,Inglês,Reading,1.2,2
2483,Inglês,Reading,4.0,13
2484,Matemática,Geometria Espacial,1.5,7
2485,História,Brasil República,2.3,8
2486,Química,Físico-Química,2.2,10
2487,Geografia,Ambiental,3.4,9
2488,Geografia,Humana,1.7,6
2489,Matemática,Geometria Espacial,2.7,6
2490,Matemática,Geometria Espacial,3.8,9
2491,Inglês,Grammar,1.4,6
2492,Química,Atomística,2.4,6
2493,Geografia,Física,4.7,18
2494,Português,Redação,3.9,15
2495,Português,Interpretação de Texto,3.2,8
2496,Física,Eletromagnetismo,1.6,4
2497,Química,Orgânica,3.3,11
2498,Português,Interpretação de Texto,3.3,11
2499,História,Contemporânea,3.9,12
2500,Biologia,Genética,1.0,2
2501,Física,Moderna,3.5,11
2502,Matemática,Geometria Espacial,1.3,2
2503,Inglês,Grammar,3.7,13
2504,Física,Dinâmica,3.2,10
2505,Inglês,Grammar,2.2,8
2506,Física,Eletromagnetismo,4.4,16
2507,História,Moderna,1.6,5
2508,Inglês,Vocabulary,4.2,14
2509,Português,Interpretação de Texto,1.7,9
2510,Inglês,Vocabulary,2.4,9
2511,Biologia,Fisiologia Humana,2.5,5
2512,Biologia,Fisiologia Humana,2.4,9
2513,História,Brasil Colônia,1.4,4
2514,Matemática,Cálculo,2.1,9
2515,Inglês,Grammar,1.2,3
2516,História,Moderna,1.2,2
2517,Inglês,Vocabulary,3.5,11
2518,Física,Cinemática,2.5,10
2519,Química,Eletroquímica,3.9,10
2520,Física,Óptica,4.3,13
2521,Matemática,Geometria Espacial,1.4,8
2522,Biologia,Evolução,3.5,7
2523,Geografia,Ambiental,1.1,4
2524,Matemática,Álgebra,1.8,4
2525,História,Antiga,1.7,23
2526,Português,Literatura Brasileira,3.5,8
2527,História,Brasil Colônia,3.2,10
2528,Física,Eletromagnetismo,4.7,12
2529,Química,Eletroquímica,1.3,6
2530,Matemática,Combinatória,1.7,1
2531,Física,Ondulatória,4.8,17
2532,Biologia,Evolução,4.0,10
2533,Português,Interpretação de Texto,1.7,5
2534,Português,Literatura Brasileira,4.3,11
2535,Química,Orgânica,2.0,4
2536,Inglês,Grammar,3.3,12
2537,Inglês,Vocabulary,3.7,15
2538,Português,Literatura Brasileira,3.2,12
2539,Português,Interpretação de Texto,3.6,10
2540,Biologia,Ecologia,3.8,15
2541,História,Antiga,3.1,8
2542,Inglês,Grammar,1.1,6
2543,Química,Inorgânica,1.6,4
2544,Português,Redação,4.6,11
2545,Geografia,Física,1.6,4
2546,Física,Dinâmica,4.7,15
2547,Química,Atomística,2.8,10
2548,Português,Semântica,2.9,11
2549,Geografia,Ambiental,2.4,7
2550,Matemática,Geometria Plana,4.1,14
2551,Física,Óptica,2.7,10
2552,Português,Redação,1.1,3
2553,Biologia,Botânica,4.0,12
2554,Matemática,Álgebra,2.2,10
2555,Geografia,Cartografia,2.6,10
2556,Química,Físico-Química,4.5,11
2557,Química,Físico-Química,4.4,16
2558,Biologia,Genética,3.7,11
2559,Matemática,Trigonometria,1.6,6
2560,Português,Literatura Brasileira,4.7,18
2561,Inglês,Vocabulary,2.0,7
2562,Química,Orgânica,4.1,16
2563,Geografia,Geopolítica,4.3,13
2564,Português,Redação,1.3,6
2565,Matemática,Geometria Plana,4.5,12
2566,Geografia,Geopolítica,2.4,9
2567,Português,Gramática,3.6,9
2568,Matemática,Geometria Plana,2.2,7
2569,Química,Inorgânica,1.6,7
2570,Inglês,Reading,2.0,5
2571,Química,Inorgânica,3.7,12
2572,Física,Termodinâmica,3.7,15
2573,Português,Gramática,1.6,6
2574,Português,Semântica,1.0,6
2575,Português,Semântica,4.1,12
2576,Física,Eletromagnetismo,4.2,14
2577,Geografia,Cartografia,3.8,11
2578,Física,Moderna,1.7,9
2579,Português,Gramática,1.6,7
2580,História,Medieval,3.1,13
2581,Inglês,Grammar,1.2,2
2582,Inglês,Grammar,2.5,10
2583,Geografia,Geopolítica,2.7,12
2584,Matemática,Cálculo,2.1,7
2585,Matemática,Trigonometria,2.3,8
2586,Física,Termodinâmica,3.9,12
2587,Biologia,Genética,1.3,6
2588,Química,Eletroquímica,3.0,9
2589,Inglês,Vocabulary,3.5,14
2590,Inglês,Reading,1.3,2
2591,Física,Óptica,3.1,9
2592,História,Brasil Império,2.6,10
2593,História,Moderna,3.6,14
2594,Português,Gramática,4.2,12
2595,Biologia,Evolução,4.2,13
2596,Biologia,Fisiologia Humana,2.1,5
2597,História,Brasil República,3.7,10
2598,História,Brasil Colônia,1.0,7
2599,Português,Literatura Brasileira,2.1,10
2600,Geografia,Física,1.9,2
2601,Física,Eletromagnetismo,2.2,10
2602,Inglês,Vocabulary,2.7,10
2603,Português,Semântica,4.7,10
2604,Geografia,Cartografia,1.6,5
2605,Biologia,Botânica,3.8,11
2606,Português,Gramática,3.6,8
2607,Inglês,Vocabulary,4.9,17
2608,Geografia,Geopolítica,2.2,9
2609,Inglês,Reading,1.6,6
2610,Geografia,Ambiental,2.7,6
2611,História,Brasil República,4.0,13
2612,Química,Inorgânica,3.4,8
2613,Português,Literatura Brasileira,1.8,5
2614,Química,Físico-Química,4.1,13
2615,Português,Interpretação de Texto,4.0,14
2616,História,Brasil Colônia,4.1,15
2617,Geografia,Ambiental,3.1,13
2618,Português,Semântica,4.0,13
2619,Química,Físico-Química,2.6,2
2620,Química,Eletroquímica,4.6,16
2621,Português,Semântica,2.6,9
2622,Biologia,Genética,3.4,8
2623,Português,Gramática,2.3,8
2624,Inglês,Vocabulary,1.4,7
2625,Português,Redação,3.0,8
2626,Inglês,Grammar,3.9,12
2627,Biologia,Ecologia,1.5,2
2628,Biologia,Botânica,2.8,10
2629,Inglês,Reading,4.2,14
2630,Física,Moderna,3.4,9
2631,Biologia,Fisiologia Humana,3.9,14
2632,Matemática,Estatística,3.7,12
2633,Português,Gramática,4.1,15
2634,Física,Ondulatória,4.1,14
2635,Matemática,Trigonometria,2.9,8
2636,Português,Gramática,2.5,9
2637,Inglês,Grammar,4.1,16
2638,História,Contemporânea,4.3,10
2639,Química,Orgânica,2.7,7
2640,Inglês,Reading,2.1,9
2641,Física,Óptica,4.6,12
2642,História,Brasil Colônia,2.2,10
2643,Inglês,Vocabulary,2.0,4
2644,Química,Físico-Química,3.1,5
2645,História,Brasil Colônia,4.8,17
2646,História,Brasil Império,3.9,10
2647,Química,Físico-Química,3.4,10
2648,Biologia,Citologia,4.4,12
2649,Matemática,Geometria Espacial,2.5,11
2650,Português,Semântica,3.5,10
2651,Química,Estequiometria,4.4,13
2652,Português,Semântica,3.6,11
2653,Química,Inorgânica,4.6,28
2654,Biologia,Ecologia,1.8,7
2655,Física,Ondulatória,1.8,7
2656,Matemática,Combinatória,4.0,16
2657,Biologia,Evolução,1.8,6
2658,Física,Termodinâmica,3.0,11
2659,Física,Moderna,1.2,2
2660,Biologia,Ecologia,4.2,15
2661,Biologia,Genética,3.8,9
2662,História,Brasil República,2.1,9
2663,Física,Dinâmica,3.1,8
2664,Biologia,Botânica,4.0,10
2665,Matemática,Geometria Espacial,4.2,13
2666,Física,Óptica,1.3,5
2667,Biologia,Botânica,2.9,10
2668,Português,Gramática,3.9,14
2669,Biologia,Botânica,4.2,13
2670,Matemática,Geometria Espacial,4.0,13
2671,Química,Orgânica,3.0,12
2672,História,Brasil Colônia,4.5,13
2673,História,Moderna,2.8,7
2674,Inglês,Reading,2.3,7
2675,Inglês,Reading,1.7,8
2676,História,Antiga,4.7,17
2677,Química,Físico-Química,4.1,11
2678,História,Brasil República,2.2,7
2679,Física,Ondulatória,2.2,8
2680,Química,Orgânica,1.6,8
2681,Química,Físico-Química,3.4,12
2682,Inglês,Vocabulary,3.4,13
2683,História,Medieval,4.7,18
2684,História,Brasil Colônia,1.6,4
2685,Geografia,Cartografia,2.2,10
2686,Português,Gramática,4.0,13
2687,Geografia,Humana,4.9,12
2688,Biologia,Genética,3.6,14
2689,Geografia,Física,2.3,6
2690,Biologia,Genética,3.5,10
2691,Física,Cinemática,2.0,7
2692,Inglês,Reading,4.1,15
2693,Inglês,Reading,2.1,7
2694,Matemática,Álgebra,1.2,5
2695,Geografia,Cartografia,4.7,13
2696,Física,Termodinâmica,4.9,18
2697,Química,Físico-Química,3.4,12
2698,Física,Óptica,2.0,10
2699,História,Brasil República,3.1,7
2700,Química,Atomística,4.5,16
2701,Geografia,Geopolítica,4.6,12
2702,Química,Orgânica,2.9,8
2703,Biologia,Evolução,4.9,16
2704,Matemática,Geometria Plana,1.5,5
2705,Inglês,Reading,4.3,14
2706,Geografia,Física,3.3,11
2707,Geografia,Ambiental,3.0,12
2708,Física,Ondulatória,1.3,5
2709,Física,Eletromagnetismo,1.6,8
2710,Física,Eletromagnetismo,4.7,13
2711,Física,Moderna,3.7,12
2712,Inglês,Vocabulary,1.6,3
2713,Geografia,Cartografia,3.1,13
2714,Português,Gramática,2.6,9
2715,Português,Gramática,1.0,2
2716,História,Contemporânea,1.9,5
2717,Inglês,Vocabulary,3.7,13
2718,Geografia,Ambiental,1.6,3
2719,História,Medieval,1.4,8
2720,Matemática,Combinatória,1.5,2
2721,Geografia,Geopolítica,4.7,13
2722,História,Medieval,2.7,7
2723,Geografia,Física,1.5,5
2724,Física,Moderna,4.8,30
2725,Matemática,Trigonometria,2.8,12
2726,Português,Redação,4.3,11
2727,Física,Dinâmica,4.0,13
2728,Geografia,Geopolítica,2.7,6
2729,Geografia,Cartografia,2.0,7
2730,Matemática,Álgebra,2.5,11
2731,Física,Termodinâmica,2.4,5
2732,Português,Interpretação de Texto,1.9,8
2733,Português,Semântica,1.1,6
2734,Geografia,Física,1.6,6
2735,Matemática,Geometria Plana,3.1,10
2736,Matemática,Álgebra,3.4,13
2737,História,Brasil Colônia,3.5,11
2738,Química,Físico-Química,4.7,17
2739,Química,Orgânica,4.5,12
2740,Matemática,Trigonometria,1.8,5
2741,História,Brasil República,2.3,6
2742,Matemática,Trigonometria,1.1,4
2743,Matemática,Cálculo,2.5,9
2744,Química,Físico-Química,1.4,3
2745,Física,Óptica,5.0,16
2746,Inglês,Grammar,4.4,12
2747,Matemática,Geometria Espacial,2.9,8
2748,Química,Orgânica,3.6,12
2749,Física,Óptica,3.0,11
2750,Biologia,Genética,1.9,4
2751,Biologia,Evolução,1.3,4
2752,História,Brasil República,1.4,3
2753,História,Brasil Colônia,3.8,13
2754,História,Contemporânea,4.6,13
2755,Química,Estequiometria,3.9,14
2756,Português,Gramática,4.2,10
2757,Química,Eletroquímica,1.1,2
2758,Português,Interpretação de Texto,1.0,7
2759,Geografia,Humana,3.5,12
2760,Português,Semântica,5.0,15
2761,Inglês,Reading,4.0,14
2762,Geografia,Geopolítica,5.0,15
2763,Inglês,Vocabulary,2.8,12
2764,Geografia,Ambiental,2.1,7
2765,Matemática,Cálculo,1.5,5
2766,Física,Cinemática,3.2,13
2767,Geografia,Geopolítica,2.8,6
2768,Química,Inorgânica,4.3,14
2769,Biologia,Genética,4.4,11
2770,Biologia,Evolução,4.0,16
2771,Química,Estequiometria,4.4,17
2772,Geografia,Ambiental,1.9,7
2773,Química,Orgânica,1.6,7
2774,Biologia,Evolução,1.6,6
2775,Português,Literatura Brasileira,2.1,7
2776,História,Brasil Império,4.6,14
2777,Inglês,Grammar,1.5,2
2778,Física,Termodinâmica,3.8,10
2779,Física,Cinemática,4.0,13
2780,Química,Físico-Química,2.6,8
2781,Português,Redação,1.8,3
2782,Biologia,Ecologia,1.6,7
2783,Química,Físico-Química,2.8,12
2784,Geografia,Física,3.5,12
2785,Física,Moderna,3.5,13
2786,Inglês,Grammar,4.3,14
2787,Inglês,Reading,1.3,6
2788,Geografia,Geopolítica,4.8,12
2789,Inglês,Grammar,3.3,12
2790,Inglês,Grammar,1.9,8
2791,Geografia,Humana,4.5,17
2792,Português,Semântica,1.2,7
2793,História,Contemporânea,3.9,11
2794,Geografia,Cartografia,3.7,11
2795,Física,Cinemática,1.4,3
2796,Inglês,Reading,3.4,8
2797,Inglês,Vocabulary,3.4,12
2798,Português,Gramática,3.4,14
2799,Física,Eletromagnetismo,1.4,3
2800,Geografia,Ambiental,3.7,12
2801,Português,Gramática,2.4,11
2802,Inglês,Vocabulary,4.5,8
2803,Matemática,Geometria Plana,3.3,7
2804,História,Brasil Império,4.2,16
2805,História,Brasil Colônia,4.3,11
2806,História,Brasil Império,4.1,15
2807,História,Contemporânea,4.2,16
2808,Geografia,Cartografia,4.0,11
2809,Inglês,Reading,2.3,9
2810,Biologia,Ecologia,4.3,15
2811,Física,Ondulatória,2.6,10
2812,Química,Inorgânica,1.8,6
2813,Geografia,Geopolítica,4.2,16
2814,Química,Físico-Química,2.3,8
2815,História,Brasil República,3.8,15
2816,Química,Inorgânica,3.5,8
2817,Física,Ondulatória,3.4,11
2818,História,Medieval,3.9,12
2819,Química,Inorgânica,1.4,8
2820,História,Brasil República,3.3,8
2821,Inglês,Reading,2.0,6
2822,Matemática,Trigonometria,1.9,4
2823,Biologia,Genética,2.8,7
2824,Matemática,Geometria Espacial,2.0,1
2825,Português,Redação,3.2,10
2826,Química,Estequiometria,3.3,10
2827,História,Moderna,4.2,16
2828,História,Brasil Império,2.5,6
2829,Geografia,Ambiental,2.4,6
2830,Geografia,Humana,4.2,10
2831,Inglês,Vocabulary,2.3,8
2832,Biologia,Evolução,2.4,9
2833,Biologia,Fisiologia Humana,2.1,7
2834,Inglês,Grammar,3.4,9
2835,Matemática,Cálculo,2.8,8
2836,Inglês,Vocabulary,1.6,2
2837,História,Brasil República,2.0,4
2838,Inglês,Grammar,3.8,12
2839,Biologia,Evolução,2.8,11
2840,História,Brasil Colônia,1.9,7
2841,Português,Literatura Brasileira,4.1,14
2842,Geografia,Física,4.9,18
2843,Geografia,Ambiental,1.5,6
2844,Física,Eletromagnetismo,2.7,7
2845,Biologia,Botânica,4.1,16
2846,Química,Atomística,3.6,8
2847,Geografia,Física,1.4,7
2848,Português,Semântica,2.5,11
2849,Geografia,Humana,1.4,7
2850,Português,Interpretação de Texto,3.0,10
2851,Biologia,Genética,2.4,5
2852,Geografia,Cartografia,4.0,10
2853,Matemática,Cálculo,1.2,2
2854,Matemática,Cálculo,1.1,3
2855,Matemática,Combinatória,4.6,17
2856,Física,Dinâmica,1.8,4
2857,Biologia,Ecologia,1.4,3
2858,Geografia,Ambiental,1.7,9
2859,Química,Estequiometria,1.6,2
2860,Matemática,Cálculo,4.6,11
2861,História,Brasil Colônia,1.4,6
2862,Química,Atomística,3.0,11
2863,Geografia,Cartografia,4.7,15
2864,Inglês,Reading,3.7,10
2865,Geografia,Humana,2.0,5
2866,Português,Gramática,2.4,8
2867,Física,Moderna,3.1,9
2868,Português,Redação,3.6,9
2869,Inglês,Reading,2.2,7
2870,Português,Semântica,1.3,18
2871,Inglês,Vocabulary,2.6,11
2872,História,Contemporânea,3.7,15
2873,Matemática,Geometria Plana,4.8,16
2874,Química,Eletroquímica,2.3,16
2875,História,Brasil Império,1.8,3
2876,Português,Redação,3.1,9
2877,Matemática,Geometria Plana,1.4,3
2878,Geografia,Física,3.9,13
2879,Matemática,Álgebra,4.7,17
2880,Física,Termodinâmica,1.0,7
2881,Geografia,Humana,4.9,14
2882,Português,Gramática,1.6,6
2883,História,Brasil Império,3.7,14
2884,História,Medieval,4.8,14
2885,Português,Gramática,2.7,8
2886,Biologia,Fisiologia Humana,2.0,4
2887,Inglês,Reading,3.7,14
2888,Física,Cinemática,1.6,2
2889,Química,Estequiometria,2.3,6
2890,Português,Interpretação de Texto,3.1,11
2891,História,Antiga,4.0,11
2892,Física,Eletromagnetismo,4.4,15
2893,Matemática,Trigonometria,2.9,6
2894,Português,Literatura Brasileira,1.3,2
2895,Biologia,Fisiologia Humana,3.5,9
2896,Inglês,Vocabulary,4.1,14
2897,Biologia,Genética,3.9,23
2898,Geografia,Geopolítica,4.7,13
2899,Matemática,Trigonometria,2.5,9
2900,Física,Dinâmica,1.7,8
2901,Inglês,Reading,4.5,12
2902,História,Brasil República,1.6,4
2903,Matemática,Álgebra,3.7,13
2904,Matemática,Cálculo,3.9,11
2905,Geografia,Física,1.6,3
2906,Matemática,Trigonometria,1.0,4
2907,Física,Moderna,1.9,7
2908,Física,Cinemática,3.6,12
2909,Português,Interpretação de Texto,3.7,14
2910,Biologia,Evolução,3.0,12
2911,Inglês,Grammar,4.7,16
2912,Geografia,Humana,1.6,3
2913,Português,Interpretação de Texto,4.5,11
2914,Português,Interpretação de Texto,1.6,7
2915,Biologia,Fisiologia Humana,1.5,3
2916,Português,Semântica,4.5,14
2917,Inglês,Grammar,2.9,11
2918,Português,Literatura Brasileira,3.9,10
2919,Biologia,Botânica,1.8,8
2920,Geografia,Cartografia,3.2,10
2921,Geografia,Geopolítica,1.9,3
2922,Inglês,Grammar,4.6,17
2923,Português,Gramática,1.8,4
2924,Português,Redação,2.7,6
2925,Biologia,Fisiologia Humana,3.3,12
2926,Química,Eletroquímica,2.6,6
2927,Química,Inorgânica,2.3,9
2928,Química,Inorgânica,2.3,8
2929,Matemática,Estatística,1.4,2
2930,Matemática,Combinatória,4.5,11
2931,Geografia,Geopolítica,1.8,4
2932,História,Contemporânea,1.3,3
2933,Inglês,Grammar,2.4,7
2934,Física,Moderna,3.2,8
2935,Química,Inorgânica,1.5,5
2936,Química,Estequiometria,3.2,9
2937,Biologia,Citologia,3.7,12
2938,Física,Moderna,1.2,4
2939,Português,Semântica,1.7,1
2940,Química,Inorgânica,4.6,16
2941,Geografia,Geopolítica,5.0,13
2942,Química,Físico-Química,3.5,9
2943,Física,Moderna,4.8,17
2944,Geografia,Geopolítica,3.8,9
2945,Geografia,Ambiental,4.9,16
2946,Português,Literatura Brasileira,2.5,9
2947,História,Brasil República,4.6,10
2948,Matemática,Estatística,2.0,7
2949,Português,Interpretação de Texto,1.2,7
2950,Inglês,Vocabulary,1.3,2
2951,Matemática,Estatística,3.3,8
2952,Inglês,Grammar,2.6,7
2953,Português,Interpretação de Texto,2.5,11
2954,Português,Semântica,3.8,11
2955,História,Brasil República,1.8,3
2956,Inglês,Vocabulary,1.3,3
2957,Física,Cinemática,4.2,10
2958,Biologia,Citologia,1.7,7
2959,Biologia,Citologia,4.5,28
2960,Física,Dinâmica,3.3,10
2961,Geografia,Física,3.5,9
2962,Biologia,Evolução,4.7,17
2963,Física,Cinemática,2.7,7
2964,Matemática,Estatística,1.3,5
2965,Biologia,Fisiologia Humana,4.3,13
2966,Química,Inorgânica,2.2,10
2967,Matemática,Trigonometria,1.7,18
2968,História,Medieval,4.5,12
2969,Física,Ondulatória,4.0,16
2970,Geografia,Humana,1.6,6
